location,date,vaccine,total_vaccinations
Peru,2023-07-09,Moderna,6640287
Peru,2023-07-09,Pfizer/BioNTech,53869899
Peru,2023-07-09,Sinopharm/Beijing,21315816
Peru,2023-07-10,Moderna,6640867
Peru,2023-07-10,Pfizer/BioNTech,53875604
Peru,2023-07-10,Sinopharm/Beijing,21316212
Peru,2023-07-11,Moderna,6641437
Peru,2023-07-11,Pfizer/BioNTech,53881878
Peru,2023-07-11,Sinopharm/Beijing,21316617
Peru,2023-07-12,Moderna,6642021
Peru,2023-07-12,Pfizer/BioNTech,53888685
Peru,2023-07-12,Sinopharm/Beijing,21317048
Peru,2023-07-13,Moderna,6642637
Peru,2023-07-13,Pfizer/BioNTech,53894964
Peru,2023-07-13,Sinopharm/Beijing,21317422
Peru,2023-07-14,Moderna,6643373
Peru,2023-07-14,Pfizer/BioNTech,53901741
Peru,2023-07-14,Sinopharm/Beijing,21317864
Peru,2023-07-15,Moderna,6644062
Peru,2023-07-15,Pfizer/BioNTech,53907413
Peru,2023-07-15,Sinopharm/Beijing,21318216
Peru,2023-07-16,Moderna,6644491
Peru,2023-07-16,Pfizer/BioNTech,53909500
Peru,2023-07-16,Sinopharm/Beijing,21318432
Peru,2023-07-17,Moderna,6645042
Peru,2023-07-17,Pfizer/BioNTech,53915756
Peru,2023-07-17,Sinopharm/Beijing,21318933
Peru,2023-07-18,Moderna,6645680
Peru,2023-07-18,Pfizer/BioNTech,53921633
Peru,2023-07-18,Sinopharm/Beijing,21319400
Peru,2023-07-19,Moderna,6646316
Peru,2023-07-19,Pfizer/BioNTech,53927324
Peru,2023-07-19,Sinopharm/Beijing,21319957
Peru,2023-07-20,Moderna,6646871
Peru,2023-07-20,Pfizer/BioNTech,53933526
Peru,2023-07-20,Sinopharm/Beijing,21320487
Peru,2023-07-21,Moderna,6647426
Peru,2023-07-21,Pfizer/BioNTech,53939280
Peru,2023-07-21,Sinopharm/Beijing,21320978
Peru,2023-07-22,Moderna,6647927
Peru,2023-07-22,Pfizer/BioNTech,53944425
Peru,2023-07-22,Sinopharm/Beijing,21321323
Peru,2023-07-23,Moderna,6648262
Peru,2023-07-23,Pfizer/BioNTech,53946278
Peru,2023-07-23,Sinopharm/Beijing,21321549
Peru,2023-07-24,Moderna,6648776
Peru,2023-07-24,Pfizer/BioNTech,53951883
Peru,2023-07-24,Sinopharm/Beijing,21321977
Peru,2023-07-25,Moderna,6649307
Peru,2023-07-25,Pfizer/BioNTech,53957665
Peru,2023-07-25,Sinopharm/Beijing,21322371
Peru,2023-07-26,Moderna,6649800
Peru,2023-07-26,Pfizer/BioNTech,53962844
Peru,2023-07-26,Sinopharm/Beijing,21322725
Peru,2023-07-27,Moderna,6650302
Peru,2023-07-27,Pfizer/BioNTech,53967328
Peru,2023-07-27,Sinopharm/Beijing,21323124
Peru,2023-07-28,Moderna,6650543
Peru,2023-07-28,Pfizer/BioNTech,53968971
Peru,2023-07-28,Sinopharm/Beijing,21323325
Peru,2023-07-29,Moderna,6650698
Peru,2023-07-29,Pfizer/BioNTech,53970198
Peru,2023-07-29,Sinopharm/Beijing,21323500
Peru,2023-07-30,Moderna,6650874
Peru,2023-07-30,Pfizer/BioNTech,53971331
Peru,2023-07-30,Sinopharm/Beijing,21323718
Peru,2023-07-31,Moderna,6651365
Peru,2023-07-31,Pfizer/BioNTech,53975048
Peru,2023-07-31,Sinopharm/Beijing,21324116
Peru,2023-08-01,Moderna,6651946
Peru,2023-08-01,Pfizer/BioNTech,53978807
Peru,2023-08-01,Sinopharm/Beijing,21324550
Peru,2023-08-02,Moderna,6652462
Peru,2023-08-02,Pfizer/BioNTech,53982385
Peru,2023-08-02,Sinopharm/Beijing,21325018
Peru,2023-08-03,Moderna,6653029
Peru,2023-08-03,Pfizer/BioNTech,53985787
Peru,2023-08-03,Sinopharm/Beijing,21325478
Peru,2023-08-04,Moderna,6653631
Peru,2023-08-04,Pfizer/BioNTech,53989718
Peru,2023-08-04,Sinopharm/Beijing,21325885
Peru,2023-08-05,Moderna,6654072
Peru,2023-08-05,Pfizer/BioNTech,53992735
Peru,2023-08-05,Sinopharm/Beijing,21326352
Peru,2023-08-06,Moderna,6654203
Peru,2023-08-06,Pfizer/BioNTech,53993988
Peru,2023-08-06,Sinopharm/Beijing,21326600
Peru,2023-08-07,Moderna,6654879
Peru,2023-08-07,Pfizer/BioNTech,53997929
Peru,2023-08-07,Sinopharm/Beijing,21326918
Peru,2023-08-08,Moderna,6655481
Peru,2023-08-08,Pfizer/BioNTech,54002143
Peru,2023-08-08,Sinopharm/Beijing,21327139
Peru,2023-08-09,Moderna,6656217
Peru,2023-08-09,Pfizer/BioNTech,54006345
Peru,2023-08-09,Sinopharm/Beijing,21327342
Peru,2023-08-10,Moderna,6656911
Peru,2023-08-10,Pfizer/BioNTech,54010192
Peru,2023-08-10,Sinopharm/Beijing,21327574
Peru,2023-08-11,Moderna,6657738
Peru,2023-08-11,Pfizer/BioNTech,54014264
Peru,2023-08-11,Sinopharm/Beijing,21327843
Peru,2023-08-12,Moderna,6658679
Peru,2023-08-12,Pfizer/BioNTech,54018653
Peru,2023-08-12,Sinopharm/Beijing,21328073
Peru,2023-08-13,Moderna,6659095
Peru,2023-08-13,Pfizer/BioNTech,54021219
Peru,2023-08-13,Sinopharm/Beijing,21328181
Peru,2023-08-14,Moderna,6660321
Peru,2023-08-14,Pfizer/BioNTech,54025426
Peru,2023-08-14,Sinopharm/Beijing,21328426
Peru,2023-08-15,Moderna,6662166
Peru,2023-08-15,Pfizer/BioNTech,54030183
Peru,2023-08-15,Sinopharm/Beijing,21328682
Peru,2023-08-16,Moderna,6664667
Peru,2023-08-16,Pfizer/BioNTech,54035678
Peru,2023-08-16,Sinopharm/Beijing,21328904
Peru,2023-08-17,Moderna,6668029
Peru,2023-08-17,Pfizer/BioNTech,54040287
Peru,2023-08-17,Sinopharm/Beijing,21329165
Peru,2023-08-18,Moderna,6672104
Peru,2023-08-18,Pfizer/BioNTech,54045667
Peru,2023-08-18,Sinopharm/Beijing,21329418
Peru,2023-08-19,Moderna,6676605
Peru,2023-08-19,Pfizer/BioNTech,54050076
Peru,2023-08-19,Sinopharm/Beijing,21329607
Peru,2023-08-20,Moderna,6678896
Peru,2023-08-20,Pfizer/BioNTech,54051422
Peru,2023-08-20,Sinopharm/Beijing,21329701
Peru,2023-08-21,Moderna,6683170
Peru,2023-08-21,Pfizer/BioNTech,54055975
Peru,2023-08-21,Sinopharm/Beijing,21329970
Peru,2023-08-22,Moderna,6687950
Peru,2023-08-22,Pfizer/BioNTech,54060342
Peru,2023-08-22,Sinopharm/Beijing,21330228
Peru,2023-08-23,Moderna,6692173
Peru,2023-08-23,Pfizer/BioNTech,54064328
Peru,2023-08-23,Sinopharm/Beijing,21330508
Peru,2023-08-24,Moderna,6697304
Peru,2023-08-24,Pfizer/BioNTech,54068746
Peru,2023-08-24,Sinopharm/Beijing,21330833
Peru,2023-08-25,Moderna,6702886
Peru,2023-08-25,Pfizer/BioNTech,54073639
Peru,2023-08-25,Sinopharm/Beijing,21331111
Peru,2023-08-26,Moderna,6709668
Peru,2023-08-26,Pfizer/BioNTech,54077523
Peru,2023-08-26,Sinopharm/Beijing,21331342
Peru,2023-08-27,Moderna,6713019
Peru,2023-08-27,Pfizer/BioNTech,54078552
Peru,2023-08-27,Sinopharm/Beijing,21331448
Peru,2023-08-28,Moderna,6719812
Peru,2023-08-28,Pfizer/BioNTech,54083123
Peru,2023-08-28,Sinopharm/Beijing,21331651
Peru,2023-08-29,Moderna,6726176
Peru,2023-08-29,Pfizer/BioNTech,54087598
Peru,2023-08-29,Sinopharm/Beijing,21331905
Peru,2023-08-30,Moderna,6727732
Peru,2023-08-30,Pfizer/BioNTech,54088785
Peru,2023-08-30,Sinopharm/Beijing,21332010
Peru,2023-08-31,Moderna,6732439
Peru,2023-08-31,Pfizer/BioNTech,54092669
Peru,2023-08-31,Sinopharm/Beijing,21332200
Peru,2023-09-01,Moderna,6745182
Peru,2023-09-01,Pfizer/BioNTech,54096129
Peru,2023-09-01,Sinopharm/Beijing,21332453
Peru,2023-09-02,Moderna,6763167
Peru,2023-09-02,Pfizer/BioNTech,54100513
Peru,2023-09-02,Sinopharm/Beijing,21332634
Peru,2023-09-03,Moderna,6772826
Peru,2023-09-03,Pfizer/BioNTech,54101973
Peru,2023-09-03,Sinopharm/Beijing,21332747
Peru,2023-09-04,Moderna,6789190
Peru,2023-09-04,Pfizer/BioNTech,54105887
Peru,2023-09-04,Sinopharm/Beijing,21332995
Peru,2023-09-05,Moderna,6806082
Peru,2023-09-05,Pfizer/BioNTech,54110051
Peru,2023-09-05,Sinopharm/Beijing,21333258
Peru,2023-09-06,Moderna,6822252
Peru,2023-09-06,Pfizer/BioNTech,54113912
Peru,2023-09-06,Sinopharm/Beijing,21333470
Peru,2023-09-07,Moderna,6837141
Peru,2023-09-07,Pfizer/BioNTech,54118174
Peru,2023-09-07,Sinopharm/Beijing,21333723
Peru,2023-09-08,Moderna,6853806
Peru,2023-09-08,Pfizer/BioNTech,54123230
Peru,2023-09-08,Sinopharm/Beijing,21333983
Peru,2023-09-09,Moderna,6869644
Peru,2023-09-09,Pfizer/BioNTech,54126935
Peru,2023-09-09,Sinopharm/Beijing,21334253
Peru,2023-09-10,Moderna,6876950
Peru,2023-09-10,Pfizer/BioNTech,54128123
Peru,2023-09-10,Sinopharm/Beijing,21334387
Peru,2023-09-11,Moderna,6890902
Peru,2023-09-11,Pfizer/BioNTech,54131565
Peru,2023-09-11,Sinopharm/Beijing,21334700
Peru,2023-09-12,Moderna,6904904
Peru,2023-09-12,Pfizer/BioNTech,54135175
Peru,2023-09-12,Sinopharm/Beijing,21335093
Peru,2023-09-13,Moderna,6919805
Peru,2023-09-13,Pfizer/BioNTech,54138870
Peru,2023-09-13,Sinopharm/Beijing,21335454
Peru,2023-09-14,Moderna,6933507
Peru,2023-09-14,Pfizer/BioNTech,54141848
Peru,2023-09-14,Sinopharm/Beijing,21335770
Peru,2023-09-15,Moderna,6949202
Peru,2023-09-15,Pfizer/BioNTech,54145823
Peru,2023-09-15,Sinopharm/Beijing,21336255
Peru,2023-09-16,Moderna,6961226
Peru,2023-09-16,Pfizer/BioNTech,54148591
Peru,2023-09-16,Sinopharm/Beijing,21336662
Peru,2023-09-17,Moderna,6969334
Peru,2023-09-17,Pfizer/BioNTech,54149693
Peru,2023-09-17,Sinopharm/Beijing,21336814
Peru,2023-09-18,Moderna,6982254
Peru,2023-09-18,Pfizer/BioNTech,54152536
Peru,2023-09-18,Sinopharm/Beijing,21337039
Peru,2023-09-19,Moderna,6996169
Peru,2023-09-19,Pfizer/BioNTech,54155607
Peru,2023-09-19,Sinopharm/Beijing,21337164
Peru,2023-09-20,Moderna,7009340
Peru,2023-09-20,Pfizer/BioNTech,54158390
Peru,2023-09-20,Sinopharm/Beijing,21337342
Peru,2023-09-21,Moderna,7022898
Peru,2023-09-21,Pfizer/BioNTech,54161478
Peru,2023-09-21,Sinopharm/Beijing,21337493
Peru,2023-09-22,Moderna,7038232
Peru,2023-09-22,Pfizer/BioNTech,54164312
Peru,2023-09-22,Sinopharm/Beijing,21337688
Peru,2023-09-23,Moderna,7048953
Peru,2023-09-23,Pfizer/BioNTech,54166639
Peru,2023-09-23,Sinopharm/Beijing,21337781
Peru,2023-09-24,Moderna,7053864
Peru,2023-09-24,Pfizer/BioNTech,54167446
Peru,2023-09-24,Sinopharm/Beijing,21337814
Peru,2023-09-25,Moderna,7065234
Peru,2023-09-25,Pfizer/BioNTech,54170190
Peru,2023-09-25,Sinopharm/Beijing,21337857
Peru,2023-09-26,Moderna,7077624
Peru,2023-09-26,Pfizer/BioNTech,54172979
Peru,2023-09-26,Sinopharm/Beijing,21337886
Peru,2023-09-27,Moderna,7089240
Peru,2023-09-27,Pfizer/BioNTech,54175384
Peru,2023-09-27,Sinopharm/Beijing,21337908
Peru,2023-09-28,Moderna,7099579
Peru,2023-09-28,Pfizer/BioNTech,54177602
Peru,2023-09-28,Sinopharm/Beijing,21337942
Peru,2023-09-29,Moderna,7110095
Peru,2023-09-29,Pfizer/BioNTech,54180257
Peru,2023-09-29,Sinopharm/Beijing,21337994
Peru,2023-09-30,Moderna,7117435
Peru,2023-09-30,Pfizer/BioNTech,54182552
Peru,2023-09-30,Sinopharm/Beijing,21338018
Peru,2023-10-01,Moderna,7120596
Peru,2023-10-01,Pfizer/BioNTech,54182780
Peru,2023-10-01,Sinopharm/Beijing,21338043
Peru,2023-10-02,Moderna,7129179
Peru,2023-10-02,Pfizer/BioNTech,54184114
Peru,2023-10-02,Sinopharm/Beijing,21338103
Peru,2023-10-03,Moderna,7137610
Peru,2023-10-03,Pfizer/BioNTech,54185934
Peru,2023-10-03,Sinopharm/Beijing,21338152
Peru,2023-10-04,Moderna,7146278
Peru,2023-10-04,Pfizer/BioNTech,54187745
Peru,2023-10-04,Sinopharm/Beijing,21338218
Peru,2023-10-05,Moderna,7154269
Peru,2023-10-05,Pfizer/BioNTech,54189266
Peru,2023-10-06,Moderna,7161826
Peru,2023-10-06,Pfizer/BioNTech,54191578
Peru,2023-10-07,Moderna,7167585
Peru,2023-10-07,Pfizer/BioNTech,54193155
Peru,2023-10-08,Moderna,7169916
Peru,2023-10-08,Pfizer/BioNTech,54193803
Peru,2023-10-09,Moderna,7174894
Peru,2023-10-09,Pfizer/BioNTech,54195849
Peru,2023-10-10,Moderna,7181153
Peru,2023-10-10,Pfizer/BioNTech,54198171
Peru,2023-10-11,Moderna,7187107
Peru,2023-10-11,Pfizer/BioNTech,54200448
Peru,2023-10-12,Moderna,7192136
Peru,2023-10-12,Pfizer/BioNTech,54203658
Peru,2023-10-13,Moderna,7196736
Peru,2023-10-13,Pfizer/BioNTech,54208729
Peru,2023-10-14,Moderna,7199746
Peru,2023-10-14,Pfizer/BioNTech,54211470
Peru,2023-10-15,Moderna,7200856
Peru,2023-10-15,Pfizer/BioNTech,54212792
Peru,2023-10-16,Moderna,7204623
Peru,2023-10-16,Pfizer/BioNTech,54216410
Peru,2023-10-17,Moderna,7208354
Peru,2023-10-17,Pfizer/BioNTech,54220206
Peru,2023-10-18,Moderna,7212321
Peru,2023-10-18,Pfizer/BioNTech,54224557
Peru,2023-10-19,Moderna,7216061
Peru,2023-10-19,Pfizer/BioNTech,54228772
Peru,2023-10-20,Moderna,7219800
Peru,2023-10-20,Pfizer/BioNTech,54233259
Peru,2023-10-21,Moderna,7222190
Peru,2023-10-21,Pfizer/BioNTech,54237601
Peru,2023-10-22,Moderna,7223196
Peru,2023-10-22,Pfizer/BioNTech,54239049
Peru,2023-10-23,Moderna,7225969
Peru,2023-10-23,Pfizer/BioNTech,54243599
Peru,2023-10-24,Moderna,7228359
Peru,2023-10-24,Pfizer/BioNTech,54248784
Peru,2023-10-25,Moderna,7231890
Peru,2023-10-25,Pfizer/BioNTech,54254442
Peru,2023-10-26,Moderna,7235716
Peru,2023-10-26,Pfizer/BioNTech,54260983
Peru,2023-10-27,Moderna,7240038
Peru,2023-10-27,Pfizer/BioNTech,54267635
Peru,2023-10-28,Moderna,7243391
Peru,2023-10-28,Pfizer/BioNTech,54273197
Peru,2023-10-29,Moderna,7246374
Peru,2023-10-29,Pfizer/BioNTech,54278202
Peru,2023-10-30,Moderna,7248511
Peru,2023-10-30,Pfizer/BioNTech,54282758
Peru,2023-10-31,Moderna,7250308
Peru,2023-10-31,Pfizer/BioNTech,54286814
Peru,2023-11-01,Moderna,7251156
Peru,2023-11-01,Pfizer/BioNTech,54288546
Peru,2023-11-02,Moderna,7253046
Peru,2023-11-02,Pfizer/BioNTech,54293087
Peru,2023-11-03,Moderna,7255253
Peru,2023-11-03,Pfizer/BioNTech,54299019
Peru,2023-11-04,Moderna,7256977
Peru,2023-11-04,Pfizer/BioNTech,54304707
Peru,2023-11-05,Moderna,7257402
Peru,2023-11-05,Pfizer/BioNTech,54307142
Peru,2023-11-06,Moderna,7259849
Peru,2023-11-06,Pfizer/BioNTech,54313951
Peru,2023-11-07,Moderna,7263024
Peru,2023-11-07,Pfizer/BioNTech,54321016
Peru,2023-11-08,Moderna,7267020
Peru,2023-11-08,Pfizer/BioNTech,54329515
Peru,2023-11-09,Moderna,7272366
Peru,2023-11-09,Pfizer/BioNTech,54336154
Peru,2023-11-10,Moderna,7278730
Peru,2023-11-10,Pfizer/BioNTech,54342653
Peru,2023-11-11,Moderna,7283722
Peru,2023-11-11,Pfizer/BioNTech,54347360
Peru,2023-11-12,Moderna,7286079
Peru,2023-11-12,Pfizer/BioNTech,54349597
Peru,2023-11-13,Moderna,7291926
Peru,2023-11-13,Pfizer/BioNTech,54355191
Peru,2023-11-13,Sinopharm/Beijing,21338219
Peru,2023-11-14,Moderna,7299012
Peru,2023-11-14,Pfizer/BioNTech,54360628
Peru,2023-11-15,Moderna,7306540
Peru,2023-11-15,Pfizer/BioNTech,54365876
Peru,2023-11-16,Moderna,7315277
Peru,2023-11-16,Pfizer/BioNTech,54370735
Peru,2023-11-17,Moderna,7323962
Peru,2023-11-17,Pfizer/BioNTech,54374964
Peru,2023-11-18,Moderna,7330552
Peru,2023-11-18,Pfizer/BioNTech,54378595
Peru,2023-11-19,Moderna,7333458
Peru,2023-11-19,Pfizer/BioNTech,54379449
Peru,2023-11-20,Moderna,7340664
Peru,2023-11-20,Pfizer/BioNTech,54383858
Peru,2023-11-21,Moderna,7348689
Peru,2023-11-21,Pfizer/BioNTech,54387448
Peru,2023-11-22,Moderna,7358704
Peru,2023-11-22,Pfizer/BioNTech,54392298
Peru,2023-11-23,Moderna,7370153
Peru,2023-11-23,Pfizer/BioNTech,54396999
Peru,2023-11-24,Moderna,7381763
Peru,2023-11-24,Pfizer/BioNTech,54401396
Peru,2023-11-25,Moderna,7392097
Peru,2023-11-25,Pfizer/BioNTech,54405277
Peru,2023-11-26,Moderna,7402029
Peru,2023-11-26,Pfizer/BioNTech,54408533
Peru,2023-11-27,Moderna,7410599
Peru,2023-11-27,Pfizer/BioNTech,54410849
Peru,2023-11-28,Moderna,7419350
Peru,2023-11-28,Pfizer/BioNTech,54413187
Peru,2023-11-29,Moderna,7427598
Peru,2023-11-29,Pfizer/BioNTech,54415315
Peru,2023-11-30,Moderna,7433861
Peru,2023-11-30,Pfizer/BioNTech,54417232
Peru,2023-12-01,Moderna,7439993
Peru,2023-12-01,Pfizer/BioNTech,54418614
Peru,2023-12-02,Moderna,7444854
Peru,2023-12-02,Pfizer/BioNTech,54419576
Peru,2023-12-03,Moderna,7447452
Peru,2023-12-03,Pfizer/BioNTech,54419959
Peru,2023-12-04,Moderna,7452005
Peru,2023-12-04,Pfizer/BioNTech,54420854
Peru,2023-12-05,Moderna,7456985
Peru,2023-12-05,Pfizer/BioNTech,54421519
Peru,2023-12-06,Moderna,7460728
Peru,2023-12-06,Pfizer/BioNTech,54422271
Peru,2023-12-07,Moderna,7462469
Peru,2023-12-07,Pfizer/BioNTech,54422698
Peru,2023-12-08,Moderna,7462772
Peru,2023-12-08,Pfizer/BioNTech,54422755
Peru,2023-12-09,Moderna,7463268
Peru,2023-12-09,Pfizer/BioNTech,54422833
Peru,2023-12-10,Moderna,7463666
Peru,2023-12-10,Pfizer/BioNTech,54422865
Poland,2021-01-01,Johnson&Johnson,0
Poland,2021-01-01,Moderna,0
Poland,2021-01-01,Novavax,0
Poland,2021-01-01,Oxford/AstraZeneca,0
Poland,2021-01-01,Pfizer/BioNTech,2216
Poland,2021-01-08,Johnson&Johnson,1
Poland,2021-01-08,Moderna,4
Poland,2021-01-08,Oxford/AstraZeneca,2
Poland,2021-01-08,Pfizer/BioNTech,213537
Poland,2021-01-15,Moderna,5
Poland,2021-01-15,Oxford/AstraZeneca,4
Poland,2021-01-15,Pfizer/BioNTech,486700
Poland,2021-01-22,Johnson&Johnson,2
Poland,2021-01-22,Moderna,19
Poland,2021-01-22,Oxford/AstraZeneca,14
Poland,2021-01-22,Pfizer/BioNTech,730415
Poland,2021-01-29,Moderna,4271
Poland,2021-01-29,Oxford/AstraZeneca,21
Poland,2021-01-29,Pfizer/BioNTech,1199695
Poland,2021-02-05,Johnson&Johnson,3
Poland,2021-02-05,Moderna,9079
Poland,2021-02-05,Oxford/AstraZeneca,39
Poland,2021-02-05,Pfizer/BioNTech,1691255
Poland,2021-02-12,Moderna,22805
Poland,2021-02-12,Oxford/AstraZeneca,21568
Poland,2021-02-12,Pfizer/BioNTech,2133303
Poland,2021-02-19,Moderna,71392
Poland,2021-02-19,Oxford/AstraZeneca,129530
Poland,2021-02-19,Pfizer/BioNTech,2574459
Poland,2021-02-26,Moderna,130795
Poland,2021-02-26,Oxford/AstraZeneca,289644
Poland,2021-02-26,Pfizer/BioNTech,2974297
Poland,2021-03-05,Johnson&Johnson,4
Poland,2021-03-05,Moderna,202824
Poland,2021-03-05,Oxford/AstraZeneca,475921
Poland,2021-03-05,Pfizer/BioNTech,3353955
Poland,2021-03-12,Johnson&Johnson,10
Poland,2021-03-12,Moderna,248071
Poland,2021-03-12,Oxford/AstraZeneca,595969
Poland,2021-03-12,Pfizer/BioNTech,3731217
Poland,2021-03-19,Johnson&Johnson,26
Poland,2021-03-19,Moderna,294786
Poland,2021-03-19,Oxford/AstraZeneca,655112
Poland,2021-03-19,Pfizer/BioNTech,4119358
Poland,2021-03-26,Johnson&Johnson,27
Poland,2021-03-26,Moderna,376760
Poland,2021-03-26,Oxford/AstraZeneca,980134
Poland,2021-03-26,Pfizer/BioNTech,4583886
Poland,2021-04-02,Johnson&Johnson,65
Poland,2021-04-02,Moderna,442692
Poland,2021-04-02,Oxford/AstraZeneca,1278121
Poland,2021-04-02,Pfizer/BioNTech,5009571
Poland,2021-04-09,Johnson&Johnson,97
Poland,2021-04-09,Moderna,518033
Poland,2021-04-09,Oxford/AstraZeneca,1621382
Poland,2021-04-09,Pfizer/BioNTech,5623181
Poland,2021-04-16,Johnson&Johnson,23406
Poland,2021-04-16,Moderna,653449
Poland,2021-04-16,Oxford/AstraZeneca,1879749
Poland,2021-04-16,Pfizer/BioNTech,6406521
Poland,2021-04-23,Johnson&Johnson,76795
Poland,2021-04-23,Moderna,891780
Poland,2021-04-23,Oxford/AstraZeneca,2044888
Poland,2021-04-23,Pfizer/BioNTech,7376501
Poland,2021-04-30,Johnson&Johnson,125711
Poland,2021-04-30,Moderna,1068406
Poland,2021-04-30,Oxford/AstraZeneca,2174576
Poland,2021-04-30,Pfizer/BioNTech,8690265
Poland,2021-05-07,Johnson&Johnson,170531
Poland,2021-05-07,Moderna,1296561
Poland,2021-05-07,Oxford/AstraZeneca,2501960
Poland,2021-05-07,Pfizer/BioNTech,9917951
Poland,2021-05-14,Johnson&Johnson,275729
Poland,2021-05-14,Moderna,1521296
Poland,2021-05-14,Oxford/AstraZeneca,2846812
Poland,2021-05-14,Pfizer/BioNTech,11372458
Poland,2021-05-21,Johnson&Johnson,408148
Poland,2021-05-21,Moderna,1808204
Poland,2021-05-21,Oxford/AstraZeneca,3132339
Poland,2021-05-21,Pfizer/BioNTech,12675248
Poland,2021-05-28,Johnson&Johnson,596458
Poland,2021-05-28,Moderna,2085734
Poland,2021-05-28,Oxford/AstraZeneca,3349675
Poland,2021-05-28,Pfizer/BioNTech,13915977
Poland,2021-06-04,Johnson&Johnson,704169
Poland,2021-06-04,Moderna,2276323
Poland,2021-06-04,Oxford/AstraZeneca,3461033
Poland,2021-06-04,Pfizer/BioNTech,15684198
Poland,2021-06-11,Johnson&Johnson,785505
Poland,2021-06-11,Moderna,2502987
Poland,2021-06-11,Novavax,3
Poland,2021-06-11,Oxford/AstraZeneca,3831737
Poland,2021-06-11,Pfizer/BioNTech,17275330
Poland,2021-06-18,Johnson&Johnson,854008
Poland,2021-06-18,Moderna,2696097
Poland,2021-06-18,Oxford/AstraZeneca,4185568
Poland,2021-06-18,Pfizer/BioNTech,18591257
Poland,2021-06-25,Johnson&Johnson,919250
Poland,2021-06-25,Moderna,2873967
Poland,2021-06-25,Novavax,4
Poland,2021-06-25,Oxford/AstraZeneca,4602323
Poland,2021-06-25,Pfizer/BioNTech,19698020
Poland,2021-07-02,Johnson&Johnson,994102
Poland,2021-07-02,Moderna,2959383
Poland,2021-07-02,Oxford/AstraZeneca,4889207
Poland,2021-07-02,Pfizer/BioNTech,20654896
Poland,2021-07-09,Johnson&Johnson,1078146
Poland,2021-07-09,Moderna,2984620
Poland,2021-07-09,Novavax,6
Poland,2021-07-09,Oxford/AstraZeneca,5036159
Poland,2021-07-09,Pfizer/BioNTech,21740043
Poland,2021-07-16,Johnson&Johnson,1173738
Poland,2021-07-16,Moderna,2999981
Poland,2021-07-16,Oxford/AstraZeneca,5098503
Poland,2021-07-16,Pfizer/BioNTech,22688745
Poland,2021-07-23,Johnson&Johnson,1273775
Poland,2021-07-23,Moderna,3008513
Poland,2021-07-23,Novavax,7
Poland,2021-07-23,Oxford/AstraZeneca,5198141
Poland,2021-07-23,Pfizer/BioNTech,23285863
Poland,2021-07-30,Johnson&Johnson,1383603
Poland,2021-07-30,Moderna,3013518
Poland,2021-07-30,Novavax,8
Poland,2021-07-30,Oxford/AstraZeneca,5261861
Poland,2021-07-30,Pfizer/BioNTech,23714373
Poland,2021-08-06,Johnson&Johnson,1483489
Poland,2021-08-06,Moderna,3017794
Poland,2021-08-06,Oxford/AstraZeneca,5271321
Poland,2021-08-06,Pfizer/BioNTech,24064218
Poland,2021-08-13,Johnson&Johnson,1582418
Poland,2021-08-13,Moderna,3021226
Poland,2021-08-13,Oxford/AstraZeneca,5275924
Poland,2021-08-13,Pfizer/BioNTech,24325269
Poland,2021-08-20,Johnson&Johnson,1666763
Poland,2021-08-20,Moderna,3024646
Poland,2021-08-20,Novavax,9
Poland,2021-08-20,Oxford/AstraZeneca,5278752
Poland,2021-08-20,Pfizer/BioNTech,24561237
Poland,2021-08-27,Johnson&Johnson,1749937
Poland,2021-08-27,Moderna,3027160
Poland,2021-08-27,Novavax,11
Poland,2021-08-27,Oxford/AstraZeneca,5280952
Poland,2021-08-27,Pfizer/BioNTech,24776413
Poland,2021-09-03,Johnson&Johnson,1814011
Poland,2021-09-03,Moderna,3029547
Poland,2021-09-03,Oxford/AstraZeneca,5282767
Poland,2021-09-03,Pfizer/BioNTech,24955378
Poland,2021-09-10,Johnson&Johnson,1866516
Poland,2021-09-10,Moderna,3031639
Poland,2021-09-10,Novavax,12
Poland,2021-09-10,Oxford/AstraZeneca,5283957
Poland,2021-09-10,Pfizer/BioNTech,25104270
Poland,2021-09-17,Johnson&Johnson,1913890
Poland,2021-09-17,Moderna,3033687
Poland,2021-09-17,Novavax,13
Poland,2021-09-17,Oxford/AstraZeneca,5285122
Poland,2021-09-17,Pfizer/BioNTech,25236212
Poland,2021-09-24,Johnson&Johnson,1963323
Poland,2021-09-24,Moderna,3036023
Poland,2021-09-24,Oxford/AstraZeneca,5286253
Poland,2021-09-24,Pfizer/BioNTech,25391587
Poland,2021-10-01,Johnson&Johnson,2002245
Poland,2021-10-01,Moderna,3038420
Poland,2021-10-01,Oxford/AstraZeneca,5287091
Poland,2021-10-01,Pfizer/BioNTech,25711881
Poland,2021-10-08,Johnson&Johnson,2036382
Poland,2021-10-08,Moderna,3040232
Poland,2021-10-08,Oxford/AstraZeneca,5287790
Poland,2021-10-08,Pfizer/BioNTech,26032021
Poland,2021-10-15,Johnson&Johnson,2069530
Poland,2021-10-15,Moderna,3041762
Poland,2021-10-15,Novavax,14
Poland,2021-10-15,Oxford/AstraZeneca,5288482
Poland,2021-10-15,Pfizer/BioNTech,26300940
Poland,2021-10-22,Johnson&Johnson,2106783
Poland,2021-10-22,Moderna,3043610
Poland,2021-10-22,Oxford/AstraZeneca,5289132
